,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
585,221043,1 bedroom prime flatiron,846050,eziah,2,noho,40.72956,-73.99287,1,250,2,0,0.0,1,0
588,222054,cbg helps haiti rm 3,22486,lisel,1,park slope,40.68012,-73.97847,1,120,2,23,0.24,6,342
589,222304,best deal chelsea 1 bdrm nyc,1153993,anton,2,chelsea,40.74233,-73.99865,0,199,4,32,0.34,1,28
590,223930,lovely apartment,1164642,rosalynn,1,prospect heights,40.67424,-73.96665,0,150,5,24,0.25,1,363
591,224004,artsy loftlike harlem apartment,1165231,deirdre,2,harlem,40.80486,-73.95298,1,69,1,59,0.63,2,86
593,224510,beautiful apartment great location,991380,stefania,1,boerum hill,40.68653,-73.98562,0,230,4,18,0.21,1,0
594,225297,quiet sunny studio midtown,1173599,gaya,2,midtown,40.74267,-73.98569,0,125,4,3,0.03,1,0
603,228496,spacious kidfriendly 2 br west village,1192424,gordon,2,west village,40.73507,-74.00048,0,225,3,13,0.15,1,83
605,228925,beautiful brownstone,1194377,marceline,1,bedford-stuyvesant,40.67964,-73.93946,0,100,7,63,1.87,1,321
606,228979,1bdr hells kitchen hideaway,1190088,tim,2,hell's kitchen,40.76189,-73.99,1,130,2,52,0.55,1,303
608,229874,oversized studio park slope,507304,derrick,1,sunset park,40.66293,-73.99833,0,200,5,1,0.01,1,0
609,230321,apt empirestate viewsubway around corner,1203500,civan,1,bedford-stuyvesant,40.69046,-73.95167,0,80,2,35,0.4,1,36
613,231414,turquoise onebedroom apt soho,1184442,roberto,2,soho,40.72599,-74.00168,1,270,5,1,0.01,1,210
617,233638,rooms rent queens piano,1012895,melody,3,ridgewood,40.70163,-73.90867,1,55,1,19,0.25,1,311
618,233662,large sunny luxe prvt roommidtown,1223568,tiffany,2,midtown,40.75575,-73.96842,1,110,2,61,0.65,1,264
621,235552,huge sunny duplex loft garden,1234405,bertie,1,south slope,40.66414,-73.98574,0,300,1,40,0.44,1,0
627,236806,charming 2bdrm apt east village,1151987,juvie,2,east village,40.72264,-73.9837,0,160,4,0,0.0,1,0
630,239055,nolita penthouseprivate deckelev,65064,ashley & nir,2,chinatown,40.71892,-73.99628,0,300,7,2,0.03,1,0
632,239766,lower east sidechinatown 1 bedroom,1257309,austin,2,lower east side,40.71693,-73.98948,0,100,5,8,0.11,1,0
638,241159,clinton hill 1 bed bright loft apartment,1264655,ruari,1,bedford-stuyvesant,40.69221,-73.95866,0,110,6,8,0.33,1,4
639,241862,great studio w village nyc,1269455,mike,2,west village,40.72969,-74.00635,0,200,2,37,0.39,1,257
641,242643,big 1br sleeps 4 dishwashr tv,1273825,lauryn,1,williamsburg,40.70832,-73.94157,0,137,1,24,0.29,1,0
642,243229,2br apt 20min soho,1276497,alon,1,bedford-stuyvesant,40.68016,-73.94878,0,280,3,5,0.05,1,365
647,245607,big 1 bedroom apt central,825022,jaidev,2,chelsea,40.75127,-73.99637,0,226,5,34,0.39,1,302
648,246134,lovely large room crown heights,283604,shelley,1,crown heights,40.67607,-73.94421,1,85,3,5,0.05,1,281
649,246351,sweet apt steps gramercy park,1292250,jerry,2,gramercy,40.73834,-73.9823,0,135,1,5,0.06,1,0
650,246916,quality cozy studio next subway,3647,rafael,3,elmhurst,40.7347,-73.88066,0,79,4,60,0.64,2,297
652,248865,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73787,-73.95385,0,199,3,34,0.37,28,60
654,249414,large bright 900ft 1br wv,1306587,andy,2,west village,40.73291,-74.00059,0,246,4,6,0.16,1,0
656,249867,hancock small room,758441,fred,1,bedford-stuyvesant,40.68707,-73.91918,1,100,1,7,0.08,4,281
658,250311,1 bedroom available two bedroom flat,945499,kyle,1,crown heights,40.67495,-73.95563,1,150,3,0,0.0,1,0
659,250323,spacious private little italy flat,1311870,christy,2,chinatown,40.71582,-73.99902,0,119,1,49,0.58,1,0
660,250536,lenox harlem,1313306,yvette,2,harlem,40.81068,-73.94288,1,125,1,11,0.12,2,365
666,252607,whole apartment 2 bedroom nyc,1325961,chris,2,east harlem,40.79493,-73.94462,0,200,3,49,0.53,2,0
668,253466,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73693,-73.95284,0,199,3,33,0.47,28,60
669,253471,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73641,-73.9533,0,199,3,24,0.32,28,84
670,253475,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73794,-73.95254,0,199,3,59,0.66,28,60
671,253548,well kept private room around brighton beach,1331493,olia,1,brighton beach,40.58147,-73.96726,1,69,1,2,0.04,1,303
672,253590,large 1 bedroom furnished uws,1331850,g,2,upper west side,40.79771,-73.96323,0,185,2,16,0.23,1,261
674,253800,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.7373,-73.95323,0,199,3,24,0.26,28,60
675,253803,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73708,-73.95271,0,199,3,23,0.26,28,60
676,253806,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73652,-73.95236,0,199,3,43,0.47,28,60
677,253811,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73693,-73.95316,0,199,3,30,0.32,28,56
678,253815,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73784,-73.95324,0,199,3,39,0.44,28,84
680,253839,loft w terrace box house hotel,417504,the box house hotel,1,greenpoint,40.73783,-73.95259,1,249,3,3,0.03,28,60
681,253842,1 br w terrace box house hotel,417504,the box house hotel,1,greenpoint,40.73714,-73.95296,1,299,3,6,0.1,28,60
682,253846,superior box house,417504,the box house hotel,1,greenpoint,40.73731,-73.9545,1,179,3,4,0.05,28,81
683,254131,read 1st seprat fur br low,1267021,sharma,3,jackson heights,40.74965,-73.89344,1,54,5,56,0.66,3,365
685,254409,husband wife artfilled apartment,1336542,stephanie,1,clinton hill,40.68197,-73.96549,0,110,1,2,0.03,1,0
698,258686,home home,1233267,kim,3,st. albans,40.70554,-73.76637,1,75,4,20,0.23,1,0
699,258688,spacious stylish chelsea one bedroom apartment,436599,chad,2,west village,40.74031,-74.00532,0,325,4,46,0.5,1,20
702,258838,oceanviewclose manhattan,1360198,marina,4,arrochar,40.59251,-74.06479,0,250,2,21,0.26,4,333
703,258876,affordable roomsall transportation,1360198,marina,4,arrochar,40.59101,-74.06685,1,50,7,0,0.0,4,189
704,259946,budget stay near transportation,1360198,marina,4,arrochar,40.59262,-74.06659,0,125,2,8,0.09,4,353
705,260451,fort greene brownstone 1br sublet,52335,alexander,1,fort greene,40.69142,-73.97203,0,70,7,4,0.05,2,0
707,261194,cozy artist duplex bedstuy charm,696482,christine,1,bedford-stuyvesant,40.68338,-73.95289,0,130,3,18,0.25,1,1
708,261259,apartment best location nyc,1370358,keiko,2,west village,40.72953,-74.00462,0,145,7,11,0.12,1,0
709,261344,inspired historic downtown nyc,568103,liah,2,financial district,40.70523,-74.01345,1,101,7,51,0.55,1,307
710,261674,chelseawest village 2bdrm apt,1372786,lindsey,2,chelsea,40.74025,-74.00161,1,95,5,20,0.33,1,0
713,262405,spacious townhome apt brooklyn,1376778,wade,1,east flatbush,40.64468,-73.94219,0,92,4,54,0.62,1,27
714,262478,chic stylish room heart lowereastside nyc,535128,juliana,2,lower east side,40.7193,-73.98966,1,80,5,10,0.46,1,348
717,263190,room east village private entrance,1020539,dominique,2,east village,40.72534,-73.98591,1,88,2,69,0.91,2,0
718,263232,cozyclean great neighborhood,1381171,nicole,2,harlem,40.82151,-73.94516,0,155,1,1,0.18,1,5
723,265036,private room w queen bed rooftop,21188,leo,1,crown heights,40.6711,-73.95231,1,99,2,20,0.59,1,98
725,265145,studio sublet hells kitchen,1390947,akiko,2,theater district,40.76217,-73.98411,0,200,5,8,0.09,1,0
727,265831,bright unique designer loft soho,1394190,jen,2,nolita,40.72313,-73.99438,0,310,5,5,0.09,1,89
728,265912,spacious 2 bed loft apartment bedford l,1394719,jill,1,williamsburg,40.7177,-73.95576,0,110,4,0,0.0,1,354
732,266437,west village cozy 2 bedroom nyc,1397061,asia joanna,2,chelsea,40.74139,-74.0005,0,220,4,0,0.0,1,0
733,266449,2 bedroom gem prime les location,1397115,drew,2,lower east side,40.71992,-73.98773,0,195,4,68,0.77,1,271
736,267435,large sunny bedroom qns nyc,1402454,jocelin,3,rego park,40.73349,-73.86009,1,55,1,38,0.85,1,0
737,267535,home away homeroom bronx,1402951,clara,0,wakefield,40.89557,-73.8447,1,50,2,15,0.17,1,337
738,267652,private clean pleasant spacious room,164675,janice,1,kensington,40.64277,-73.97296,1,60,2,20,0.42,1,347
739,267708,charming hotel alternative mount sinai,661399,vivianne,2,east harlem,40.79111,-73.94466,1,99,3,25,0.96,2,127
740,268392,sunny 2bdrm childfriendly uptwn centrl park,1406773,eyal and amy,2,harlem,40.79951,-73.95257,0,130,2,35,0.42,1,41
743,269283,brooklyn huge bedroom good vibes,1410714,antoinette,1,crown heights,40.66431,-73.93216,1,50,3,26,0.33,1,158
747,270315,bedstuy royal room,1398639,juliet,1,bedford-stuyvesant,40.68812,-73.93254,1,34,10,16,0.19,3,216
748,270345,super cute east village apartment,1415590,cameron,2,east village,40.72454,-73.99151,0,250,3,24,0.26,1,16
749,270680,greap studio 4ppl midtown,1315849,javier pedraza,1,williamsburg,40.71073,-73.96207,1,190,1,30,0.33,2,365
750,270681,bedford av room williamsburg,1315849,javier pedraza,1,williamsburg,40.71028,-73.96128,1,75,2,5,0.06,2,365
752,271128,tranquil heart brooklyn 2,1417166,lex,1,bedford-stuyvesant,40.68884,-73.95059,1,60,5,9,0.19,2,33
753,271130,tranquil heart brooklyn 1,1417166,lex,1,bedford-stuyvesant,40.6865,-73.95372,1,65,5,45,0.52,2,0
755,271950,huge luxury 1br apt near central park south4 ppl,1362808,max,2,upper east side,40.76373,-73.96897,0,300,3,5,0.08,1,27
758,272044,luxury designer downtown apartment,1195295,m,2,east village,40.72257,-73.98465,0,299,3,49,0.53,1,365
759,272427,spacious room charming block greenpoint,511993,diana,1,greenpoint,40.72723,-73.95728,1,60,4,6,0.07,1,303
760,272706,sunny spacious apt ft greene,1402817,valerie,1,fort greene,40.69135,-73.97321,0,88,5,7,0.08,1,0
761,272738,guest room authentic williamsburg factory loft,1427381,elizabeth,1,williamsburg,40.70513,-73.95505,1,60,2,35,0.38,2,161
763,273256,beautiful bed bath manhattan,1429642,delia,2,east harlem,40.79793,-73.93612,1,200,6,0,0.0,1,0
764,274062,beautiful room near central park,1433395,stacia,2,harlem,40.80285,-73.95166,1,99,2,54,0.88,1,50
766,274376,private clinton hill brooklyn apt,1434931,aaron,1,clinton hill,40.68156,-73.96537,0,135,5,6,0.13,1,317
772,277207,beautiful lrg 1800s syle apt share,1447684,rosa,1,greenpoint,40.72868,-73.95835,1,75,7,15,0.25,3,365
774,277883,sunny entire apt romantic bedroom,950657,michelle,1,prospect-lefferts gardens,40.65689,-73.9533,0,70,6,58,0.63,1,0
776,278145,large room huge ny apartment,1452026,heidi,3,astoria,40.77117,-73.91905,1,30,5,3,0.03,1,0
778,278876,large furnished room 2 bedroom,368528,ally,1,crown heights,40.66984,-73.95141,1,64,1,1,0.04,1,0
779,279093,huge apartment amazing view,1455825,erica,2,harlem,40.82977,-73.94071,0,300,3,2,0.06,1,365
781,279969,cozy brownstone inn istudio,240427,naimah,1,bedford-stuyvesant,40.68255,-73.91957,0,100,3,63,0.72,2,5
782,280315,crown heights brooklyn cozy apt,1151818,gabrielle,1,crown heights,40.67392,-73.94662,0,250,5,26,0.28,1,0
784,281756,authentic ny charming artist loft,1468658,barbara,1,greenpoint,40.73321,-73.95587,0,140,5,14,0.16,1,0
788,282514,room bath sunny town house 18 wall st,1464358,dian,1,bedford-stuyvesant,40.68106,-73.9292,1,97,3,29,1.57,1,118
789,282863,cozy charming boerum hill flat,322934,kate,1,gowanus,40.68131,-73.98879,0,91,6,69,0.76,1,265
791,283072,one bedroom sharing bathroom,1474637,eliza,1,cypress hills,40.67889,-73.86404,1,75,7,0,0.0,1,0
792,283090,spacious east village apartment,511175,luis,2,east village,40.7241,-73.97899,0,180,7,24,0.26,2,125
793,283184,huge williamsburg loftperfect big groups,1427381,elizabeth,1,williamsburg,40.70766,-73.95191,0,300,7,0,0.0,2,354
795,283550,hells kitchen ground fl 1bedroom,1476954,jose,2,hell's kitchen,40.76001,-73.99133,0,175,3,10,0.23,1,0
796,284208,pre war park slope prospect park,1366270,louisa,1,south slope,40.66441,-73.97974,1,65,4,36,0.47,2,80
798,285442,huge room private balcony,1475866,jesper,2,east village,40.73119,-73.98819,1,300,6,1,0.01,1,0
803,287397,bed stuy pride welcome brooklyn,1029021,jameelah,1,bedford-stuyvesant,40.68991,-73.93179,0,100,3,21,0.23,3,43
805,287417,hot spot 20 30 somethings,1495196,yvette,1,bedford-stuyvesant,40.68174,-73.91921,0,300,2,40,0.68,1,0
807,287481,bright loft apt w skylight wburg,1495502,olly,1,williamsburg,40.70839,-73.94289,0,120,6,66,0.72,2,17
808,287839,cozy beautiful doormen studio,1498424,hibo,1,fort greene,40.69018,-73.98107,0,175,3,35,0.4,1,289
810,289020,sunny 1br center east village,347036,jasmine,2,east village,40.72948,-73.98694,0,179,8,15,0.19,1,0
811,289037,2br cobble hill brooklyn ny,632334,michael,1,carroll gardens,40.68353,-73.9914,0,189,2,13,0.18,1,0
814,289703,beautiful soho luxury apartment,815741,geoff,2,soho,40.7253,-73.99916,0,249,5,8,0.11,1,0
815,289958,2 rooms cottage nyc,1454655,ronaldo,3,long island city,40.75295,-73.93228,1,65,2,5,0.06,1,362
816,289995,zen minimalist wgarden bedford l stop,1505217,pia,1,greenpoint,40.71947,-73.95252,0,250,4,46,0.52,1,121
818,291524,big luxury lincoln center area studio,1470688,philip,2,upper west side,40.77338,-73.98887,0,209,7,14,0.16,1,205
819,291714,brooklyn beauty large 2 bedroom apartment,1321504,rohan,1,crown heights,40.67385,-73.94405,0,120,5,37,0.45,1,310
820,291812,entire apartment astoria 15mins manhattan,1509416,natalia,3,astoria,40.76856,-73.91828,0,70,5,1,0.03,1,0
822,292121,1 bedroom apt midtown west,169927,hubert,2,hell's kitchen,40.7625,-73.9869,0,199,3,4,0.07,1,200
824,292637,beautiful spacious one bedroom,1021834,svetlana,1,crown heights,40.67335,-73.96,0,100,5,0,0.0,1,0
825,293004,room next columbia uni,910719,sena,2,harlem,40.80497,-73.95146,0,110,1,0,0.0,1,0
826,293837,big apt funky art music lovers outdoor patio,1495502,olly,1,williamsburg,40.70736,-73.94331,0,157,4,54,0.66,2,12
827,294227,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73683,-73.9543,0,199,3,43,0.49,28,84
828,294239,nyc summer getaway full home 2br,1521432,carmen,3,astoria,40.76444,-73.92607,0,192,3,7,0.08,1,0
833,294280,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73857,-73.95435,0,199,3,23,0.26,28,81
834,294297,lovely apt williamsburg bk,1521604,summer,1,williamsburg,40.711,-73.96225,0,105,3,11,0.16,1,0
836,294490,loft suite box house hotel,417504,the box house hotel,1,greenpoint,40.73857,-73.95299,0,199,3,54,0.61,28,60
837,294717,modern apartment w gorgeous view,1523610,marissa,1,williamsburg,40.71095,-73.95239,1,125,3,17,0.19,1,0
838,295231,sunny clean br available,1387286,felicia,1,williamsburg,40.70918,-73.94881,1,60,7,1,0.02,2,0
840,295998,panoramic view central park nyc,568585,alan,2,upper west side,40.7909,-73.96762,0,300,3,36,0.47,1,29
842,296361,nice private room beauty queens,1528912,weiwei,3,elmhurst,40.737,-73.87444,1,55,1,63,0.89,2,341
843,296658,sublet brooklynlefferts gardens,1530106,glenn,1,crown heights,40.66469,-73.96091,1,44,5,2,0.09,1,0
844,296717,cozy corner bedford ave brooklyn,1530310,jacques,1,bedford-stuyvesant,40.68855,-73.95405,1,55,5,18,0.2,3,0
845,296844,historic williamsburg bklyn 1,839679,brady,1,williamsburg,40.71653,-73.95554,1,30,3,24,0.28,3,0
846,297611,inexpensive apartment exchange catcare,997124,alison,1,fort greene,40.69309,-73.97074,1,35,3,1,0.07,1,0
847,297962,private room 2 br apt wburg bk,1535987,sergio,1,williamsburg,40.70638,-73.96627,1,70,1,2,0.05,1,363
850,298854,lowpacious williamsburg bklyn,1412944,jason,1,williamsburg,40.71635,-73.94609,1,75,3,0,0.0,1,358
851,299062,1 bdrm 2 bdrm apt upper east lux drmn bldng,236421,jessica,2,upper east side,40.77272,-73.95307,1,190,3,0,0.0,2,0
854,299699,sunny apartment greenpoint,1557998,eliza,1,greenpoint,40.72582,-73.95843,0,130,4,9,0.1,1,188
855,301034,furnished bedroom private half bath,1550578,ron,2,harlem,40.80637,-73.95433,1,140,2,44,0.49,1,260
857,302758,sunny 1br east harlem apartment,8605,dimitry,2,east harlem,40.7968,-73.93611,0,150,7,12,0.14,1,0
858,303345,best studio town,1561505,ibrahima,2,east harlem,40.79596,-73.94463,0,90,3,51,0.57,1,311
859,303462,fully furnished 1b1bth uws gem 1 yr sublease,1562045,antonio,2,upper west side,40.78012,-73.98439,0,295,1,0,0.0,1,146
860,304799,penthouse studio central park,185753,carolyn,2,upper west side,40.77508,-73.9799,0,150,2,11,0.13,1,2
862,306702,spacious sunny studio ft greene brooklyn,1577493,tina,1,fort greene,40.68786,-73.97421,1,135,3,16,0.18,1,0
864,309342,giant sunny bedroom private bath apartment,1586945,ben,2,upper west side,40.79044,-73.97513,1,99,3,14,0.22,1,365
866,310272,private room artists home stapleton si,1390555,jonathan,4,clifton,40.62318,-74.07848,1,59,1,50,0.56,1,352
867,310325,large sunny bedroom bay window,745069,kimberly,2,harlem,40.82286,-73.94596,1,75,3,33,0.39,3,301
868,310338,harlemhamilton heights sunny room,745069,kimberly,2,harlem,40.82451,-73.94457,1,75,3,30,0.35,3,322
869,310524,clinton hill duplex near pratt wbalcony,1597481,mary,1,bedford-stuyvesant,40.69348,-73.95927,1,75,3,13,0.15,1,298
871,311003,2 bd 2ba garden sleeps 6,72747,karen,1,crown heights,40.67679,-73.95639,0,225,4,1,0.01,1,342
874,312429,comfortable wellappointed room,1606222,p,1,prospect heights,40.67339,-73.96519,1,100,2,61,0.86,1,90
877,316238,historic brooklyn 2bedroom apt,279078,andrew & markus,1,bedford-stuyvesant,40.69213,-73.951,0,135,2,39,0.47,2,293
879,317905,come go please bkln,1631733,jane,1,kensington,40.64354,-73.97777,0,89,3,62,0.71,1,189
880,318021,room huge 1200sf w harlem suite,1632149,michael,2,harlem,40.80343,-73.9531,1,110,3,47,0.57,1,248
881,318187,huge sunny open loft brooklyn,1633100,ana,1,bushwick,40.70462,-73.9228,0,120,2,42,0.48,1,238
887,320877,entire 2 bedroom apartment williamsburg,1366194,fabiana,1,williamsburg,40.71279,-73.95852,0,225,4,26,0.73,1,0
888,321014,big bright e village 2br baby nursery,1644452,erin,2,gramercy,40.73294,-73.98282,0,245,5,18,0.21,1,0
889,321136,private manhattan studio harlemheights border,1644999,candice,2,washington heights,40.83456,-73.9457,0,115,3,18,0.21,1,31
895,324517,central park fifth av met museum,1660724,s,2,upper east side,40.77688,-73.96177,1,109,1,66,0.94,1,353
896,324800,real williamsburg artist loft,1661965,mathias,1,williamsburg,40.71368,-73.94478,0,160,3,25,0.29,1,0
898,326832,cozy upper east side studio,668564,nitzan,2,upper east side,40.77471,-73.95574,0,159,2,32,0.47,1,7
899,326956,large cozy room 2 landmark home 1 block pratt,51038,erica,1,clinton hill,40.68625,-73.96446,1,180,3,15,0.18,6,266
900,327521,lovely studio east village ny,82896,esther,2,east village,40.725,-73.98851,0,150,5,1,0.02,1,0
901,327778,nyc summer discount 1 br gramercy apt,1675255,jill,2,kips bay,40.74016,-73.97665,0,106,3,12,0.14,1,271
902,328040,awesome views central location,1676487,robyn,2,midtown,40.75023,-73.98293,0,299,10,19,0.27,1,101
904,328744,entire apt sunny 2bd 15min nyc,890215,duane,1,crown heights,40.66604,-73.95914,0,165,3,12,0.13,1,343
907,329385,hosting cozy eclectic milieu nyc visit,312288,paula,2,inwood,40.86658,-73.92558,1,87,7,46,0.62,2,310
908,333189,charming private room newyork,1697784,jonathan,1,williamsburg,40.71179,-73.96449,1,79,4,42,0.47,2,52
911,334781,queen size sofa bed harlem,547177,chryslaine,2,harlem,40.82772,-73.93877,1,80,1,15,0.21,1,329
912,335797,bklyn 6 beds 1 bathroom rental 2,1709216,steve and heather,1,east flatbush,40.63602,-73.94607,0,115,3,64,0.72,4,333
913,335819,bklyn 4 beds 1 bathroom rental 3,1709216,steve and heather,1,east flatbush,40.63759,-73.9459,0,115,3,51,0.58,4,327
917,341525,times square master bedroom,1732559,j,2,hell's kitchen,40.75763,-73.99482,1,95,6,62,0.76,2,80
918,341982,lincoln center studio cleansunny,483013,yj,2,upper west side,40.77577,-73.98258,0,99,2,36,0.45,1,0
